,INCIDENT_DATE,TEMP_MAX_F,TEMP_MIN_F,PRECIPITATION_INCHES,VISIBILITY_MILES,MAX_WIND_SPEED_MPH,WEEKDAY,SEASON,HOLIDAY,TOTAL_CALL
1459701,2014-02-28,24,10,0.0,10,22,4,1,False,140.0
1414509,2014-03-01,37,21,0.0,10,13,5,2,False,127.0
1417841,2014-03-02,39,34,0.0,10,13,6,2,False,117.0
1463182,2014-03-03,31,19,0.0,10,18,0,2,False,123.0
1424854,2014-03-04,29,13,0.0,10,16,1,2,False,123.0
1428255,2014-03-05,36,27,0.0,10,18,2,2,False,157.0
1466602,2014-03-06,29,16,0.0,10,17,3,2,False,124.0
1431897,2014-03-07,36,26,0.0,10,18,4,2,False,140.0
1435543,2014-03-08,55,35,0.0,10,16,5,2,False,152.0
1470034,2014-03-09,43,36,0.0,10,20,6,2,False,147.0
1421093,2014-03-12,54,37,0.0,10,31,2,2,False,140.0
1473313,2014-03-13,33,19,0.0,10,32,3,2,False,142.0
1476805,2014-03-14,43,22,0.0,10,18,4,2,False,150.0
1505976,2014-03-15,58,25,0.0,10,24,5,2,False,132.0
1480690,2014-03-16,42,31,0.0,10,23,6,2,False,147.0
1509717,2014-03-17,32,24,0.0,10,17,0,2,False,159.0
1484128,2014-03-18,39,27,0.0,10,22,1,2,False,168.0
1498566,2014-03-19,46,31,0.0,10,17,2,2,False,159.0
1487824,2014-03-20,53,39,0.99,10,25,3,2,False,137.0
1513543,2014-03-21,50,39,0.0,10,23,4,2,False,168.0
1517548,2014-03-22,63,39,0.0,10,23,5,2,False,155.0
1491638,2014-03-23,43,29,0.0,10,22,6,2,False,130.0
1495062,2014-03-24,34,22,0.0,10,22,0,2,False,137.0
